221,error,45,LAZARO CARDENAS NO. 2,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 174 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],37673924.6299,37673924.6299,,
222,valido,1,LERMA,ejido,4,2503,[],[],"[{""campo"": ""geometria"", ""codigo"": ""EXTRACCION_POLIGONOS"", ""mensaje"": ""Se extrajeron los componentes poligonales de GeometryCollection.""}]",108672768.3955,108672768.3955,,
223,error,43,LEY DE FOMENTO AGROPECUARIO,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 175 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],51164680.8276,51164680.8276,,
224,error,8,LIC. ADOLFO LOPEZ MATEOS,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 176 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],54634632.2716,54634632.2716,,
225,error,50,LIC. BENITO JUAREZ,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 177 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],34560929.0016,34560929.0016,,
226,error,51,LIC. JOSE LOPEZ PORTILLO,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 178 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],27295414.8891,27295414.8891,,
227,error,30,LIC.JUSTO SIERRA MENDEZ,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 179 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],46105466.6229,46105466.6229,,
228,error,9,LIC.MIGUEL ALEMAN,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 180 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],9350962.3220,9350962.3220,,
229,error,9,LIC.MIGUEL ALEMAN,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 180 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],94452778.0935,94452778.0935,,
230,error,17,LIC. MIGUEL DE LA MADRID HURTADO.,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 181 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8649962.6930,8649962.6930,,
231,error,82,LOS MANANTIALES,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 182 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],31914478.3098,31914478.3098,,
232,error,86,LOS NIÑOS HEROES,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 183 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8876723.1134,8876723.1134,,
233,error,41,LUINAL Y ARROYO ESPERANZA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 184 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],26257081.6474,26257081.6474,,
234,error,25,LUNA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 185 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],170885116.6395,170885116.6395,,
235,error,25,LUNA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 185 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],74863391.1342,74863391.1342,,
236,error,25,LUNA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 185 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]","[{""campo"": ""geometria"", ""codigo"": ""EXTRACCION_POLIGONOS"", ""mensaje"": ""Se extrajeron los componentes poligonales de GeometryCollection.""}]",2303390.5407,2303390.5407,,
237,error,105,MAMANTEL (FCO.VILLA),ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 186 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],47848154.9793,47848154.9793,,
238,error,6,MATAMOROS,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 187 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],191725141.5056,191725141.5056,,
239,error,15,MIGUEL ALLENDE,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 188 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],33476716.6629,33476716.6629,,
240,error,55,MIGUEL COLORADO,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 189 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],365946298.4994,365946298.4994,,
241,error,31,MOCH-COHUO,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 190 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],35639726.2318,35639726.2318,,
242,error,33,MOCH COHUOH,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 191 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],49982469.1880,49982469.1880,,
243,error,16,MONTE BELLO,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 192 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],9350864.5975,9350864.5975,,
244,error,19,MOQUEL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 193 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],61481779.3663,61481779.3663,,
245,error,19,MUCUYCHAKAN,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 194 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8910262.4563,8910262.4563,,
246,error,83,MURALLAS DE CAMPECHE,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 195 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],27174535.6169,27174535.6169,,
247,error,10,NACHEHA,ejido,4,2509,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 196 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8862850.1352,8862850.1352,,
248,error,27,NARCISO MENDOZA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 197 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],17680599.8636,17680599.8636,,
249,error,38,NAYARIT CASTELLOT,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 198 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],24675269.4457,24675269.4457,,
250,error,2,NCPA. BENITO JUAREZ,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 199 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],101451534.0711,101451534.0711,,
251,error,14,NCPA.DIV.DEL NORTE Y SUS ANEXOS,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 200 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],300477662.6973,300477662.6973,,
252,error,27,N.C.P.A. EL PORVENIR,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 201 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],14540397.8622,14540397.8622,,
253,error,38,N.C.P.A. ESTADO DE MEXICO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 202 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],64563426.7745,64563426.7745,,
254,error,2,N.C.P.A. JUSTICIA SOCIAL,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 203 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],115454539.2715,115454539.2715,,
255,error,111,NCPA. LA CONQUISTA CAMPESINA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 204 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],52228832.9110,52228832.9110,,
256,error,81,N.C.P.A. LA CRISTALINA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 205 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],47789028.3470,47789028.3470,,
257,error,3,NCPA.LEY FED.DE REF.AGRARIA,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 206 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],185610976.0221,185610976.0221,,
258,error,40,N.C.P.A. MONCLOVA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 207 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],55086078.9759,55086078.9759,,
259,error,40,N.C.P.A. MONCLOVA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 207 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],48038221.3563,48038221.3563,,
260,error,53,N.C.P.A. NUEVA ROSITA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 208 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],70111123.6317,70111123.6317,,
261,error,24,NCPA. NUEVO COAHUILA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 209 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],89614266.8177,89614266.8177,,
262,error,21,N.C.P.A. PEDRO BARANDA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 210 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],946784.5432,946784.5432,,
263,error,13,N.C.P.A. VENUSTIANO CARRANZA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 211 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],50939143.1915,50939143.1915,,
264,error,78,N.C.P.E. ABELARDO L. RODRIGUEZ,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 212 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],50002736.1746,50002736.1746,,
265,error,92,N.C.P.E. ALLENDE PEJELAGARTO,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 213 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],30985051.8759,30985051.8759,,
266,error,56,N.C.P.E. ALTAMIRA DE ZINAPARO,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 214 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],183359429.1640,183359429.1640,,
267,error,60,N.C.P.E. ARROYO NEGRO,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 215 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],66045446.5424,66045446.5424,,
268,error,112,N.C.P.E. BELISARIO DOMINGUEZ,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 216 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],4201716.3236,4201716.3236,,
269,error,98,N.C.P.E. BELLA PALIZADA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 217 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20520233.4844,20520233.4844,,
270,error,26,NCPE. BENITO JUAREZ,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 218 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],14478370.7812,14478370.7812,,
271,error,33,NCPE. CARLOS CANO CRUZ,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 219 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],93766027.1018,93766027.1018,,
272,error,71,NCPE. CENTAURO DEL NORTE,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 220 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],117088964.9169,117088964.9169,,
273,error,68,N.C.P.E. CRISTOBAL COLON,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 221 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],47872816.5767,47872816.5767,,
274,error,58,N.C.P.E. DOS LAGUNAS,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 222 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],56801822.5805,56801822.5805,,
275,error,45,NCPE.DR. HECTOR PEREZ MORALES,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 223 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],45396086.4914,45396086.4914,,
276,error,73,N.C.P.E. EL CARMEN,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 224 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],40912399.6575,40912399.6575,,
277,error,113,N.C.P.E EL CHINAL,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 225 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],25546503.2362,25546503.2362,,
278,error,21,N.C.P.E. GRAL.FELIPE ANGELES,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 226 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],13262124.7100,13262124.7100,,
279,error,27,NCPE. GUADALAJARA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 227 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],4776991.0284,4776991.0284,,
280,error,27,NCPE. GUADALAJARA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 227 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],1008897.7208,1008897.7208,,
281,error,27,NCPE. GUADALAJARA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 227 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],3167600.6321,3167600.6321,,
282,error,30,N.C.P.E. ING. RICARDO PAYRO JENE,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 228 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],50074505.6615,50074505.6615,,
283,error,12,N.C.P.E. JOSE E. DE LA CRUZ BLANCO,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 229 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],18043237.2479,18043237.2479,,
284,error,47,N.C.P.E. JUAN DE LA BARRERA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 230 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],14991359.6837,14991359.6837,,
285,error,61,N.C.P.E. JUSTO SIERRA MENDEZ,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 231 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],33694262.9769,33694262.9769,,
286,error,55,N.C.P.E. LIC. ADOLFO LOPEZ MATEOS,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 232 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],83935095.5607,83935095.5607,,
287,error,56,N.C.P.E. LIC. MANUEL CRESCENCIO REJON,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 233 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],62997790.7433,62997790.7433,,
288,error,44,N.C.P.E. LOS ALACRANES,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 234 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],17907196.5454,17907196.5454,,
289,error,47,N.C.P.E. LOS ANGELES,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 235 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],60864328.4191,60864328.4191,,
290,error,22,N.C.P.E. MELCHOR OCAMPO,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 236 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],176035866.2745,176035866.2745,,
291,error,4,N.C.P.E. MIGUEL HIDALGO Y COSTILLA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 237 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],127417227.0381,127417227.0381,,
292,error,36,NCPE. NARCISO MENDOZA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 238 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],39583056.4403,39583056.4403,,
293,error,10,N.C.P.E. NUEVA LUCHA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 239 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],15038598.7054,15038598.7054,,
294,error,15,N.C.P.E.PABLO GARCIA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 240 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],130064451.8517,130064451.8517,,
295,error,38,N.C.P.E. PIONEROS DEL RIO XHON HA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 241 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],75628928.9676,75628928.9676,,
296,error,25,N.C.P.E. PLAN DE SAN LUIS,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 242 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],151210094.7753,151210094.7753,,
297,error,6,N.C.P.E. PRIMER PRESIDENTE DE MEXICO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 243 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],21924277.1190,21924277.1190,,
298,error,36,N.C.P.E SAN MIGUEL,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 244 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],32485113.2621,32485113.2621,,
