archivo,hoja,columna_excel,bloque_encabezado,nombre_exacto_excel,significado_normalizado,ambito,tabla_columna_bd,schema_pydantic,endpoint,pantalla_control_ui,estado
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AN,General,SOPORTE DOCUMENTAL,soporte documental,general,documento/documento_version/documento_vinculo,Documento,/api/documentos,Documentos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,B,General,ENTIDAD,entidad federativa,general,entidad_federativa.nombre,EntidadFederativa,/api/catalogos/entidades,Selector de contexto · ENTIDAD,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,C,General,MUNICIPIO,municipio,general,municipio.nombre,Municipio,/api/catalogos/municipios,Selector de contexto · MUNICIPIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,D,General,NÚCLEO AGRARIO,núcleo agrario,general,nucleo_agrario.nombre,NucleoAgrario,/api/proyectos/{id}/nucleos,Selector de contexto · NÚCLEO AGRARIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,E,General,TOTAL DE COPS,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,F,General,FECHA PROGRAMADA PARA FIRMA,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,G,General,NO. DE COPS A FIRMAR,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,H,COP FIRMADOS,INDIVIDUAL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,I,General,SOPORTE DOCUMENTAL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,J,COP INGRESADOS AL RAN,INDIVIDUAL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,K,COP INSCRITOS,INDIVIDUAL,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,Hoja1,L,General,OBSERVACIONES,indicador agregado,general,vw_dashboard_kpi,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,A,General,Num.,orden de hoja,general,—,—,—,No se captura,NO_APLICA
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,B,General,Municipio,municipio,general,municipio.nombre,Municipio,/api/catalogos/municipios,Selector de contexto · MUNICIPIO,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,C,General,Núcleo agrario,núcleo agrario,general,nucleo_agrario.nombre,NucleoAgrario,/api/proyectos/{id}/nucleos,Selector de contexto · NÚCLEO AGRARIO,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,D,General,N° de Ejidatarios de acuerdo a padrón,padrón vigente,general,padron_historial.fecha_padron/numero_sujetos,PadronHistorial,/api/nucleos/{id}/padrones,ORV y Padrón · Padrón,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,E,General,Acta de elección inscrita en RAN,seguimiento registral RAN,general,"asamblea/convenio fechas, solicitud y calificación",Asamblea/Convenio,/api/proyecto-nucleo/{id}/asambleas,Asambleas o Convenios · Seguimiento RAN,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,F,Superficie afectable,Tierras de Uso Común ó infraestructura,superficie administrativa en hectáreas,general,afectacion/convenio.superficie_*_ha,Afectacion/Convenio,/api/proyecto-nucleo/{id}/afectaciones,Afectación o Convenio · Superficie (ha),OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,G,Superficie afectable,"Tierras Parceladas (Parcela Escolar, UAIM, de la Juventud, etc.) a favor del ejido",identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,H,General,Asamblea de Anuencia y aprobación de Convenio de ocupación previa COP (fecha),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,I,General,Asamblea de firma de convenio de Ocupación previa y Pago de Indemnización (fecha),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,J,General,Entrega de expediente SICT - Procuraduría Agraria (fecha),entrega de expediente SICT–PA,general,indemnizacion.fecha_entrega_expediente_pa,Indemnizacion,/api/afectaciones/{id}/indemnizacion,Indemnización y Pagos,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,K,Ingreso de Expediente al RAN Acta de asamblea,Fecha,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,L,Ingreso de Expediente al RAN Acta de asamblea,N° Solicitud de tramite,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,M,General,Inscipción RAN (fecha y folio),seguimiento registral RAN,general,"asamblea/convenio fechas, solicitud y calificación",Asamblea/Convenio,/api/proyecto-nucleo/{id}/asambleas,Asambleas o Convenios · Seguimiento RAN,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,N,Ingreso de Expediente al RAN Convenio de ocupación previa,Fecha,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,O,Ingreso de Expediente al RAN Convenio de ocupación previa,N° Solicitud de tramite,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,P,General,Inscipción RAN,seguimiento registral RAN,general,"asamblea/convenio fechas, solicitud y calificación",Asamblea/Convenio,/api/proyecto-nucleo/{id}/asambleas,Asambleas o Convenios · Seguimiento RAN,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,Q,General,Observaciones,observaciones operativas,general,observaciones de la entidad correspondiente,Schema de entidad,endpoint del proceso,Detalle del proceso · Observaciones,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,General,R,General,Validación PA/SICT,validación operativa PA/SICT,general,sin atributo inequívoco,—,—,FIFONAFE,DECISION_FUNCIONAL_REQUERIDA
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,A,DATOS GENERALES,NUM.,orden de hoja,general,—,—,—,No se captura,NO_APLICA
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,B,DATOS GENERALES,ENTIDAD,entidad federativa,general,entidad_federativa.nombre,EntidadFederativa,/api/catalogos/entidades,Selector de contexto · ENTIDAD,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,C,DATOS GENERALES,MUNICIPIO,municipio,general,municipio.nombre,Municipio,/api/catalogos/municipios,Selector de contexto · MUNICIPIO,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,D,DATOS GENERALES,RESIDENCIA,residencia administrativa,general,proyecto_nucleo.residencia,ProyectoNucleo,/api/proyecto-nucleo/{id},General · RESIDENCIA,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,E,DATOS GENERALES,CONSECUTIVO,consecutivo operativo,general,proyecto_nucleo_referencia.valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · CONSECUTIVO,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,F,DATOS GENERALES,NÚCLEO AGRARIO,núcleo agrario,general,nucleo_agrario.nombre,NucleoAgrario,/api/proyectos/{id}/nucleos,Selector de contexto · NÚCLEO AGRARIO,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,G,DATOS GENERALES,E/C,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,H,DATOS GENERALES,NOMBRE DE LA PERSONA ORGANIZADORA AGRARIA RESPONSABLE,persona organizadora agraria responsable,general,proyecto_nucleo.responsable_nombre,ProyectoNucleo,/api/proyecto-nucleo/{id},General · PERSONA ORGANIZADORA RESPONSABLE,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,I,DATOS GENERALES,DATOS DE CONTACTO (TELÉFONO),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,J,DATOS GENERALES,DESTINO DE LA SUPERFICIE,destino de la superficie,general,afectacion.destino_superficie,Afectacion,/api/proyecto-nucleo/{id}/afectaciones,Afectación · DESTINO DE LA SUPERFICIE,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,K,DATOS GENERALES,NO. DE PARCELA/SOLAR,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,L,DATOS GENERALES,FECHA DE PADRÓN,padrón vigente,general,padron_historial.fecha_padron/numero_sujetos,PadronHistorial,/api/nucleos/{id}/padrones,ORV y Padrón · Padrón,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,M,DATOS GENERALES,PADRÓN: NÚMERO DE EJIDATARIOS/ COMUNEROS,padrón vigente,general,padron_historial.fecha_padron/numero_sujetos,PadronHistorial,/api/nucleos/{id}/padrones,ORV y Padrón · Padrón,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,N,DATOS GENERALES,ORV VIGENTES (SI/NO),vigencia o estado de ORV,general,orv.inicio_vigencia/fin_vigencia/acta_inscrita_ran,ORV,/api/nucleos/{id}/orv,ORV y Padrón,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,O,DATOS GENERALES,FECHA DE VENCIMIENTO DE ORV,vigencia o estado de ORV,general,orv.inicio_vigencia/fin_vigencia/acta_inscrita_ran,ORV,/api/nucleos/{id}/orv,ORV y Padrón,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,P,DATOS GENERALES,ACTA DE ELECCIÓN DE ORV INSCRITA EN EL RAN (SI/NO),vigencia o estado de ORV,general,orv.inicio_vigencia/fin_vigencia/acta_inscrita_ran,ORV,/api/nucleos/{id}/orv,ORV y Padrón,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,Q,General,CLAVE DEL TRAMO,referencia histórica del tramo,general,proyecto_nucleo_referencia.tipo/valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · Referencias del tramo,REFERENCIA_LEGACY
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,R,General,NÚMERO DE TRAMO,referencia histórica del tramo,general,proyecto_nucleo_referencia.tipo/valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · Referencias del tramo,REFERENCIA_LEGACY
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,S,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → SENSIBILIZACIÓN,REUNIÓN PROGRAMADA (FECHA),actividad de sensibilización,general,actividad_campo,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · Sensibilización,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,T,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → SENSIBILIZACIÓN,PROGRAMADA POR NA,marca operativa por núcleo agrario,general,derivado/documentado desde actividad,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · contexto operativo,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,U,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → SENSIBILIZACIÓN,REUNIÓN REALIZADA (FECHA),actividad de sensibilización,general,actividad_campo,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · Sensibilización,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,V,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → SENSIBILIZACIÓN,REALIZADA POR NA,marca operativa por núcleo agrario,general,derivado/documentado desde actividad,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · contexto operativo,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,W,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → SENSIBILIZACIÓN,TRIMESTRE,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,X,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → CAMINAMIENTO,PROGRAMADO (FECHA),actividad de caminamiento,general,actividad_campo,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · Caminamiento,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,Y,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → CAMINAMIENTO,PROGRAMADO POR NA,actividad de caminamiento,general,actividad_campo,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · Caminamiento,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,Z,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → CAMINAMIENTO,REALIZADO (FECHA),actividad de caminamiento,general,actividad_campo,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · Caminamiento,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AA,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → CAMINAMIENTO,REALIZADO POR NA,actividad de caminamiento,general,actividad_campo,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · Caminamiento,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AB,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → CAMINAMIENTO,TRIMESTRE5,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AC,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,ASAMBLEA PROGRAMADA 1/a (FECHA),seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AD,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,ASAMBLEA PROGRAMADA 2/a (FECHA),seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AE,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,PROGRAMADA POR NA2,marca operativa por núcleo agrario,general,derivado/documentado desde actividad,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · contexto operativo,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AF,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,ASAMBLEA REALIZADA (FECHA),seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AG,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,REALIZADA POR NA2,marca operativa por núcleo agrario,general,derivado/documentado desde actividad,ActividadCampo,/api/proyecto-nucleo/{id}/actividades,Actividades · contexto operativo,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AH,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,TRIMESTRE6,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AI,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,FECHA PROGRAMADA DE INGRESO AL RAN,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AJ,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,INGRESADO AL RAN (FECHA),seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AK,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,NÚMERO DE SOLICITUD DE INGRESO,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AL,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,INGRESO POR NA,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AM,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,TRIMESTRE7,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AN,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,CALIFICACIÓN REGISTRAL3,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AO,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,ACTA INSCRITA EN EL RAN (FECHA),seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AP,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,IINSCRITO POR NA,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AQ,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,TRIMESTRE8,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AR,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,ACTA COMPLEMENTARIA,seguimiento de Asamblea,colectivo,asamblea,Asamblea,/api/proyecto-nucleo/{id}/asambleas,Asambleas,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AS,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,ACUSE FIFONAFE (FECHA),fecha de acuse FIFONAFE,general,tramite_fifonafe.acuse_fifonafe_fecha,TramiteFifonafe,/api/proyecto-nucleo/{id}/fifonafe,FIFONAFE · Acuse,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AT,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → ASAMBLEA DE ANUENCIA Y APROBACIÓN DEL CONVENIO DE OCUPACIÓN PREVIA (COP) - INSCRIPCIÓN,AVALÚO MAESTRO (INDAABIN) $,avalúo administrativo,general,afectacion.avaluo_monto/fecha/referencia/institucion,Afectacion,/api/proyecto-nucleo/{id}/afectaciones,Afectación · Avalúo,OK
Copia de SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS (REV) MQ.xlsx,INFORME M-Q,AU,SEGUIMIENTO DE AFECTACIÓN A DERECHOS COLECTIVOS → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,FECHA PROGRAMADA PARA FIRMA DE CONVENIO,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
